Exception_ID,Rule_ID,Record_ID,Severity,Description,Action_Taken
EX-00265,DQ-09,CS-2026-005471,Critical,Assigned_Team not found in team reference data.,Excluded from reporting
EX-00266,DQ-09,CS-2026-004632,Critical,Assigned_Team not found in team reference data.,Excluded from reporting
EX-00267,DQ-09,CS-2026-009719,Critical,Assigned_Team not found in team reference data.,Excluded from reporting
EX-00268,DQ-12,CS-2026-010993,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00269,DQ-12,CS-2026-014962,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00270,DQ-12,CS-2026-006085,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00271,DQ-12,CS-2026-002678,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00272,DQ-12,CS-2026-011492,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00273,DQ-12,CS-2026-013301,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00274,DQ-12,CS-2026-004187,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00275,DQ-12,CS-2026-002183,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00276,DQ-12,CS-2026-009102,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00277,DQ-12,CS-2026-010144,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00278,DQ-12,CS-2026-002671,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00279,DQ-12,CS-2026-001315,High,Reassignment_Count outside the valid range 0-6.,Set to null; excluded from routing accuracy
EX-00280,DQ-13,CS-2026-010640,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00281,DQ-13,CS-2026-002286,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00282,DQ-13,CS-2026-002911,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00283,DQ-13,CS-2026-006968,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00284,DQ-13,CS-2026-002932,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00285,DQ-13,CS-2026-014261,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00286,DQ-13,CS-2026-015153,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00287,DQ-13,CS-2026-015975,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00288,DQ-13,CS-2026-010525,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00289,DQ-13,CS-2026-011704,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00290,DQ-13,CS-2026-010348,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00291,DQ-13,CS-2026-010488,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00292,DQ-13,CS-2026-013656,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00293,DQ-13,CS-2026-015585,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00294,DQ-13,CS-2026-010585,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00295,DQ-13,CS-2026-007307,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00296,DQ-13,CS-2026-001186,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00297,DQ-13,CS-2026-002783,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00298,DQ-13,CS-2026-015584,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00299,DQ-13,CS-2026-000348,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00300,DQ-13,CS-2026-015730,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00301,DQ-13,CS-2026-011323,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00302,DQ-13,CS-2026-013588,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00303,DQ-13,CS-2026-015021,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00304,DQ-13,CS-2026-004679,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00305,DQ-13,CS-2026-000343,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00306,DQ-13,CS-2026-010268,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00307,DQ-13,CS-2026-002109,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00308,DQ-13,CS-2026-011098,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00309,DQ-13,CS-2026-008355,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00310,DQ-13,CS-2026-001902,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00311,DQ-13,CS-2026-006152,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00312,DQ-13,CS-2026-002182,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00313,DQ-13,CS-2026-006385,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00314,DQ-13,CS-2026-003436,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00315,DQ-13,CS-2026-006004,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00316,DQ-13,CS-2026-002580,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00317,DQ-13,CS-2026-008519,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00318,DQ-13,CS-2026-010919,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00319,DQ-13,CS-2026-005351,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00320,DQ-13,CS-2026-011110,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00321,DQ-13,CS-2026-015019,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00322,DQ-13,CS-2026-006830,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00323,DQ-13,CS-2026-008552,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00324,DQ-13,CS-2026-015483,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00325,DQ-13,CS-2026-014426,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00326,DQ-13,CS-2026-014055,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00327,DQ-13,CS-2026-004408,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00328,DQ-13,CS-2026-006452,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00329,DQ-13,CS-2026-009769,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00330,DQ-13,CS-2026-008426,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00331,DQ-13,CS-2026-013451,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00332,DQ-13,CS-2026-001643,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00333,DQ-13,CS-2026-009808,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00334,DQ-13,CS-2026-012223,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00335,DQ-13,CS-2026-000384,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00336,DQ-13,CS-2026-003537,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00337,DQ-13,CS-2026-005836,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00338,DQ-13,CS-2026-015005,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00339,DQ-13,CS-2026-000207,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00340,DQ-13,CS-2026-014493,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00341,DQ-13,CS-2026-012617,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00342,DQ-13,CS-2026-006635,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00343,DQ-13,CS-2026-005394,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00344,DQ-13,CS-2026-011454,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00345,DQ-13,CS-2026-006909,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00346,DQ-13,CS-2026-007253,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00347,DQ-13,CS-2026-008252,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00348,DQ-13,CS-2026-006590,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00349,DQ-13,CS-2026-011313,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00350,DQ-13,CS-2026-005350,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00351,DQ-13,CS-2026-012760,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00352,DQ-13,CS-2026-006317,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00353,DQ-13,CS-2026-013044,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00354,DQ-13,CS-2026-010400,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00355,DQ-13,CS-2026-008338,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00356,DQ-13,CS-2026-000529,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00357,DQ-13,CS-2026-011179,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00358,DQ-13,CS-2026-014826,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00359,DQ-13,CS-2026-014106,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00360,DQ-13,CS-2026-006655,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00361,DQ-13,CS-2026-002105,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00362,DQ-13,CS-2026-014255,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00363,DQ-13,CS-2026-006845,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00364,DQ-13,CS-2026-002962,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00365,DQ-13,CS-2026-015025,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00366,DQ-13,CS-2026-007856,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00367,DQ-13,CS-2026-014244,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00368,DQ-13,CS-2026-013538,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00369,DQ-13,CS-2026-013227,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00370,DQ-13,CS-2026-003813,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00371,DQ-13,CS-2026-003909,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00372,DQ-13,CS-2026-011984,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00373,DQ-13,CS-2026-009950,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00374,DQ-13,CS-2026-002582,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00375,DQ-13,CS-2026-006910,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00376,DQ-13,CS-2026-008889,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00377,DQ-13,CS-2026-002188,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00378,DQ-13,CS-2026-014094,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00379,DQ-13,CS-2026-014841,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00380,DQ-13,CS-2026-014107,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00381,DQ-13,CS-2026-010491,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00382,DQ-13,CS-2026-004044,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00383,DQ-13,CS-2026-000482,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00384,DQ-13,CS-2026-007465,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00385,DQ-13,CS-2026-014050,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00386,DQ-13,CS-2026-008167,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00387,DQ-13,CS-2026-003178,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00388,DQ-13,CS-2026-004856,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00389,DQ-13,CS-2026-002133,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00390,DQ-13,CS-2026-011180,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00391,DQ-13,CS-2026-005338,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00392,DQ-13,CS-2026-005935,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00393,DQ-13,CS-2026-007473,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00394,DQ-13,CS-2026-015247,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00395,DQ-13,CS-2026-012512,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00396,DQ-13,CS-2026-000679,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00397,DQ-13,CS-2026-007394,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00398,DQ-13,CS-2026-007657,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00399,DQ-13,CS-2026-006045,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00400,DQ-13,CS-2026-001275,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00401,DQ-13,CS-2026-006786,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00402,DQ-13,CS-2026-005564,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00403,DQ-13,CS-2026-015049,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00404,DQ-13,CS-2026-015650,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00405,DQ-13,CS-2026-004025,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00406,DQ-13,CS-2026-008376,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00407,DQ-13,CS-2026-016000,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00408,DQ-13,CS-2026-009032,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00409,DQ-13,CS-2026-012862,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00410,DQ-13,CS-2026-012261,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00411,DQ-13,CS-2026-010876,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00412,DQ-13,CS-2026-005216,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00413,DQ-13,CS-2026-015566,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00414,DQ-13,CS-2026-011531,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00415,DQ-13,CS-2026-007811,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00416,DQ-13,CS-2026-012315,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00417,DQ-13,CS-2026-003823,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00418,DQ-13,CS-2026-011196,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00419,DQ-13,CS-2026-009499,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00420,DQ-13,CS-2026-010975,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00421,DQ-13,CS-2026-000278,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00422,DQ-13,CS-2026-002958,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00423,DQ-13,CS-2026-012285,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00424,DQ-13,CS-2026-005823,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00425,DQ-13,CS-2026-006564,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00426,DQ-13,CS-2026-003341,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00427,DQ-13,CS-2026-001358,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00428,DQ-13,CS-2026-010436,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00429,DQ-13,CS-2026-008526,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00430,DQ-13,CS-2026-011342,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00431,DQ-13,CS-2026-007954,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00432,DQ-13,CS-2026-015990,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00433,DQ-13,CS-2026-014151,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00434,DQ-13,CS-2026-001115,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00435,DQ-13,CS-2026-011858,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00436,DQ-13,CS-2026-003170,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00437,DQ-13,CS-2026-010929,Low,SLA_Met used a single-letter code instead of Yes/No.,"Normalized, record retained"
EX-00438,DQ-14,CS-2026-009974,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00439,DQ-14,CS-2026-012169,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00440,DQ-14,CS-2026-009585,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00441,DQ-14,CS-2026-014052,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00442,DQ-14,CS-2026-008349,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00443,DQ-14,CS-2026-003696,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00444,DQ-14,CS-2026-009892,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00445,DQ-14,CS-2026-000980,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00446,DQ-14,CS-2026-015592,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00447,DQ-14,CS-2026-012139,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00448,DQ-14,CS-2026-015153,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00449,DQ-14,CS-2026-007069,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00450,DQ-14,CS-2026-010319,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00451,DQ-14,CS-2026-012673,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00452,DQ-14,CS-2026-009906,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00453,DQ-14,CS-2026-000275,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00454,DQ-14,CS-2026-015437,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00455,DQ-14,CS-2026-009608,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00456,DQ-14,CS-2026-002577,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00457,DQ-14,CS-2026-008055,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00458,DQ-14,CS-2026-008901,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00459,DQ-14,CS-2026-006107,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00460,DQ-14,CS-2026-003262,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00461,DQ-14,CS-2026-007507,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00462,DQ-14,CS-2026-008104,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00463,DQ-14,CS-2026-004611,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00464,DQ-14,CS-2026-001119,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00465,DQ-14,CS-2026-011759,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00466,DQ-14,CS-2026-003741,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00467,DQ-14,CS-2026-008284,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00468,DQ-14,CS-2026-006905,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00469,DQ-14,CS-2026-011904,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00470,DQ-14,CS-2026-014609,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00471,DQ-14,CS-2026-000437,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00472,DQ-14,CS-2026-008847,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00473,DQ-14,CS-2026-001870,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00474,DQ-14,CS-2026-012658,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00475,DQ-14,CS-2026-011617,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00476,DQ-14,CS-2026-011675,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00477,DQ-14,CS-2026-013804,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00478,DQ-14,CS-2026-001882,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00479,DQ-14,CS-2026-013172,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00480,DQ-14,CS-2026-008385,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00481,DQ-14,CS-2026-009208,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00482,DQ-14,CS-2026-007247,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00483,DQ-14,CS-2026-015755,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00484,DQ-14,CS-2026-009046,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00485,DQ-14,CS-2026-000723,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00486,DQ-14,CS-2026-006516,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00487,DQ-14,CS-2026-008125,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00488,DQ-14,CS-2026-012415,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00489,DQ-14,CS-2026-010826,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00490,DQ-14,CS-2026-007369,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00491,DQ-14,CS-2026-003906,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00492,DQ-14,CS-2026-013476,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00493,DQ-14,CS-2026-007773,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00494,DQ-14,CS-2026-001995,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00495,DQ-14,CS-2026-002317,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00496,DQ-14,CS-2026-012712,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00497,DQ-14,CS-2026-013322,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00498,DQ-14,CS-2026-015197,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00499,DQ-14,CS-2026-015680,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00500,DQ-14,CS-2026-009264,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00501,DQ-14,CS-2026-002939,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00502,DQ-14,CS-2026-002049,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00503,DQ-14,CS-2026-010081,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00504,DQ-14,CS-2026-008749,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00505,DQ-14,CS-2026-011135,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00506,DQ-14,CS-2026-007872,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00507,DQ-14,CS-2026-007890,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00508,DQ-14,CS-2026-012472,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00509,DQ-14,CS-2026-006766,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00510,DQ-14,CS-2026-004093,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00511,DQ-14,CS-2026-004298,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
