Team_ID,Date,Analyst_Count,Available_Hours,Assigned_Case_Count,Average_Complexity,Open_Backlog,Backlog_Work_Hours
TEAM-04,2026-03-29,5,0.0,11,6.4,42,343.6
TEAM-05,2026-03-29,8,0.0,7,4.61,23,164.1
TEAM-01,2026-03-30,9,67.5,30,6.92,60,500.1
TEAM-02,2026-03-30,7,52.5,13,8.16,39,347.3
TEAM-03,2026-03-30,6,45.0,17,4.1,26,132.2
TEAM-04,2026-03-30,5,37.5,10,7.1,42,343.1
TEAM-05,2026-03-30,8,60.0,12,5.19,23,158.3
TEAM-01,2026-03-31,9,67.5,28,6.61,63,517.2
TEAM-02,2026-03-31,7,52.5,16,7.45,40,350.0
TEAM-03,2026-03-31,6,45.0,17,4.08,27,128.0
TEAM-04,2026-03-31,5,37.5,14,6.06,46,376.2
TEAM-05,2026-03-31,8,60.0,14,5.87,24,161.4
TEAM-01,2026-04-01,9,67.5,30,6.97,56,474.3
TEAM-02,2026-04-01,7,52.5,18,8.15,42,377.5
TEAM-03,2026-04-01,6,45.0,12,3.65,20,91.9
TEAM-04,2026-04-01,5,37.5,9,7.42,46,385.7
TEAM-05,2026-04-01,8,60.0,14,6.44,26,200.2
TEAM-01,2026-04-02,9,67.5,21,6.96,50,449.5
TEAM-02,2026-04-02,7,52.5,12,7.79,40,360.3
TEAM-03,2026-04-02,6,45.0,12,3.87,15,71.2
TEAM-04,2026-04-02,5,37.5,16,4.89,51,384.3
TEAM-05,2026-04-02,8,60.0,16,6.39,29,212.1
TEAM-01,2026-04-03,9,67.5,30,6.31,58,491.7
TEAM-02,2026-04-03,7,52.5,13,8.9,35,316.7
TEAM-03,2026-04-03,6,45.0,12,5.2,16,86.3
TEAM-04,2026-04-03,5,37.5,14,5.91,50,374.4
TEAM-05,2026-04-03,8,60.0,16,5.43,31,209.6
TEAM-01,2026-04-04,9,0.0,24,5.66,56,465.7
TEAM-02,2026-04-04,7,0.0,16,9.27,33,311.7
TEAM-03,2026-04-04,6,0.0,24,3.81,31,141.4
TEAM-04,2026-04-04,5,0.0,14,5.7,45,321.3
TEAM-05,2026-04-04,8,0.0,16,5.97,32,223.5
TEAM-01,2026-04-05,9,0.0,28,6.68,60,515.4
TEAM-02,2026-04-05,7,0.0,20,9.67,41,416.1
TEAM-03,2026-04-05,6,0.0,13,3.93,22,108.9
TEAM-04,2026-04-05,5,0.0,13,5.59,46,338.2
TEAM-05,2026-04-05,8,0.0,9,6.29,23,170.2
TEAM-01,2026-04-06,9,67.5,29,5.76,56,428.0
TEAM-02,2026-04-06,7,52.5,14,9.98,43,453.5
TEAM-03,2026-04-06,6,45.0,14,3.56,13,52.4
TEAM-04,2026-04-06,5,37.5,12,7.4,44,326.0
TEAM-05,2026-04-06,8,60.0,19,6.1,30,200.9
TEAM-01,2026-04-07,9,67.5,31,7.26,60,484.6
TEAM-02,2026-04-07,7,52.5,15,8.43,41,433.3
TEAM-03,2026-04-07,6,45.0,13,3.63,15,64.8
TEAM-04,2026-04-07,5,37.5,11,5.85,38,275.2
TEAM-05,2026-04-07,8,60.0,12,6.19,26,183.7
TEAM-01,2026-04-08,9,67.5,18,5.49,52,417.7
TEAM-02,2026-04-08,7,52.5,17,10.04,46,500.3
TEAM-03,2026-04-08,6,45.0,19,4.59,21,110.8
TEAM-04,2026-04-08,5,37.5,13,6.79,40,297.2
TEAM-05,2026-04-08,8,60.0,21,6.83,30,235.9
TEAM-01,2026-04-09,9,67.5,30,7.25,55,447.0
TEAM-02,2026-04-09,7,52.5,17,8.53,48,516.6
TEAM-03,2026-04-09,6,45.0,16,4.64,28,155.3
TEAM-04,2026-04-09,5,37.5,18,6.49,51,373.6
TEAM-05,2026-04-09,8,60.0,5,3.99,23,173.3
TEAM-01,2026-04-10,9,67.5,25,5.72,51,421.7
TEAM-02,2026-04-10,7,52.5,17,9.17,52,556.2
TEAM-03,2026-04-10,6,45.0,20,5.54,30,178.5
TEAM-04,2026-04-10,5,37.5,16,6.06,54,394.3
TEAM-05,2026-04-10,8,60.0,20,6.87,27,189.4
TEAM-01,2026-04-11,9,0.0,34,5.85,64,489.5
TEAM-02,2026-04-11,7,0.0,11,7.35,40,385.1
TEAM-03,2026-04-11,6,0.0,19,4.97,30,194.8
TEAM-04,2026-04-11,5,0.0,17,6.62,53,385.7
TEAM-05,2026-04-11,8,0.0,14,6.0,30,217.0
TEAM-01,2026-04-12,9,0.0,33,6.39,61,464.8
TEAM-02,2026-04-12,7,0.0,15,9.31,36,362.6
TEAM-03,2026-04-12,6,0.0,16,3.74,33,179.7
TEAM-04,2026-04-12,5,0.0,7,8.21,46,356.3
TEAM-05,2026-04-12,8,0.0,19,6.52,33,245.7
TEAM-01,2026-04-13,9,67.5,21,6.8,51,423.8
TEAM-02,2026-04-13,7,52.5,23,9.73,49,510.6
TEAM-03,2026-04-13,6,45.0,12,4.03,27,159.9
TEAM-04,2026-04-13,5,37.5,10,6.3,39,307.5
TEAM-05,2026-04-13,8,60.0,11,7.13,30,235.7
TEAM-01,2026-04-14,9,67.5,33,6.24,59,462.5
TEAM-02,2026-04-14,7,52.5,22,8.01,52,510.1
TEAM-03,2026-04-14,6,45.0,14,4.14,23,124.6
TEAM-04,2026-04-14,5,37.5,15,6.07,40,298.2
TEAM-05,2026-04-14,8,60.0,16,6.7,32,242.0
TEAM-01,2026-04-15,9,67.5,36,6.08,66,499.0
TEAM-02,2026-04-15,7,52.5,17,8.54,57,559.4
TEAM-03,2026-04-15,6,45.0,9,4.63,19,104.3
TEAM-04,2026-04-15,5,37.5,10,6.48,41,298.1
TEAM-05,2026-04-15,8,60.0,17,6.91,34,259.5
TEAM-01,2026-04-16,9,67.5,43,6.83,82,654.0
TEAM-02,2026-04-16,7,52.5,19,9.84,49,510.9
TEAM-03,2026-04-16,6,45.0,18,3.63,22,105.1
TEAM-04,2026-04-16,5,37.5,10,5.55,42,298.2
TEAM-05,2026-04-16,8,60.0,10,7.26,29,234.6
TEAM-01,2026-04-17,9,67.5,31,5.62,79,610.9
TEAM-02,2026-04-17,7,52.5,21,9.01,53,547.7
TEAM-03,2026-04-17,6,45.0,20,3.74,21,88.0
TEAM-04,2026-04-17,5,37.5,14,6.31,39,281.2
TEAM-05,2026-04-17,8,60.0,18,5.88,34,241.5
TEAM-01,2026-04-18,9,0.0,31,6.25,69,532.9
TEAM-02,2026-04-18,7,0.0,12,10.42,48,521.6
TEAM-03,2026-04-18,6,0.0,12,4.43,18,83.0
TEAM-04,2026-04-18,5,0.0,12,6.77,34,247.3
TEAM-05,2026-04-18,8,0.0,16,7.14,32,249.4
TEAM-01,2026-04-19,9,0.0,20,7.37,53,475.7
TEAM-02,2026-04-19,7,0.0,20,7.84,51,511.6
TEAM-03,2026-04-19,6,0.0,21,4.81,21,117.9
TEAM-04,2026-04-19,5,0.0,11,8.6,37,288.8
TEAM-05,2026-04-19,8,0.0,15,5.08,27,180.6
TEAM-01,2026-04-20,9,67.5,40,6.43,63,518.8
TEAM-02,2026-04-20,7,52.5,28,8.23,61,588.7
TEAM-03,2026-04-20,6,45.0,16,3.95,24,131.3
TEAM-04,2026-04-20,5,37.5,19,7.6,46,366.3
TEAM-05,2026-04-20,8,60.0,11,5.59,22,150.4
TEAM-01,2026-04-21,9,67.5,32,5.87,70,534.8
TEAM-02,2026-04-21,7,52.5,13,9.16,53,521.4
TEAM-03,2026-04-21,6,45.0,11,4.88,16,96.0
TEAM-04,2026-04-21,5,37.5,10,6.43,45,356.7
TEAM-05,2026-04-21,8,60.0,14,4.96,26,155.5
TEAM-01,2026-04-22,9,67.5,21,8.29,54,466.6
TEAM-02,2026-04-22,7,52.5,9,7.23,43,428.8
TEAM-03,2026-04-22,6,45.0,13,3.88,17,95.4
TEAM-04,2026-04-22,5,37.5,17,6.85,48,376.1
TEAM-05,2026-04-22,8,60.0,10,5.93,21,134.2
TEAM-01,2026-04-23,9,67.5,23,6.94,55,498.6
TEAM-02,2026-04-23,7,52.5,13,7.67,32,305.8
TEAM-03,2026-04-23,6,45.0,18,4.31,27,139.0
TEAM-04,2026-04-23,5,37.5,14,5.86,52,392.0
TEAM-05,2026-04-23,8,60.0,12,5.2,21,120.5
TEAM-01,2026-04-24,9,67.5,25,6.25,55,480.2
TEAM-02,2026-04-24,7,52.5,18,8.11,37,349.2
TEAM-03,2026-04-24,6,45.0,16,4.1,22,120.6
TEAM-04,2026-04-24,5,37.5,20,6.17,55,402.7
TEAM-05,2026-04-24,8,60.0,19,7.32,27,189.5
TEAM-01,2026-04-25,9,0.0,26,6.31,58,488.7
TEAM-02,2026-04-25,7,0.0,18,8.72,43,396.0
TEAM-03,2026-04-25,6,0.0,16,3.87,21,114.6
TEAM-04,2026-04-25,5,0.0,15,6.65,59,436.9
TEAM-05,2026-04-25,8,0.0,20,5.52,36,230.3
TEAM-01,2026-04-26,9,0.0,22,7.36,55,490.4
TEAM-02,2026-04-26,7,0.0,18,7.99,46,414.9
TEAM-03,2026-04-26,6,0.0,15,4.01,23,133.2
TEAM-04,2026-04-26,5,0.0,15,6.32,58,432.2
TEAM-05,2026-04-26,8,0.0,11,5.62,33,213.6
TEAM-01,2026-04-27,9,67.5,28,5.93,51,436.5
TEAM-02,2026-04-27,7,52.5,15,9.45,48,445.1
TEAM-03,2026-04-27,6,45.0,13,5.2,21,119.3
TEAM-04,2026-04-27,5,37.5,15,6.42,61,457.3
TEAM-05,2026-04-27,8,60.0,12,5.98,23,155.3
TEAM-01,2026-04-28,9,67.5,28,7.68,50,432.6
TEAM-02,2026-04-28,7,52.5,21,7.98,45,400.2
TEAM-03,2026-04-28,6,45.0,14,3.49,23,113.8
TEAM-04,2026-04-28,5,37.5,11,6.66,53,417.4
TEAM-05,2026-04-28,8,60.0,12,5.74,24,161.2
TEAM-01,2026-04-29,9,67.5,25,7.2,52,460.9
TEAM-02,2026-04-29,7,52.5,18,8.22,48,423.0
TEAM-03,2026-04-29,6,45.0,23,4.32,28,130.5
TEAM-04,2026-04-29,5,37.5,10,6.95,48,390.9
TEAM-05,2026-04-29,8,60.0,17,5.52,30,180.5
TEAM-01,2026-04-30,9,67.5,25,5.4,58,475.3
TEAM-02,2026-04-30,7,52.5,21,8.86,52,485.9
TEAM-03,2026-04-30,6,45.0,16,4.44,25,132.3
TEAM-04,2026-04-30,5,37.5,15,6.81,50,404.3
TEAM-05,2026-04-30,8,60.0,19,5.18,32,186.9
TEAM-01,2026-05-01,9,67.5,21,6.26,47,400.4
TEAM-02,2026-05-01,7,52.5,16,7.8,47,452.8
TEAM-03,2026-05-01,6,45.0,17,5.92,24,157.8
TEAM-04,2026-05-01,5,37.5,14,7.56,49,392.4
TEAM-05,2026-05-01,8,60.0,11,5.28,25,141.4
TEAM-01,2026-05-02,9,0.0,31,6.52,58,432.6
TEAM-02,2026-05-02,7,0.0,17,8.68,49,459.6
TEAM-03,2026-05-02,6,0.0,16,4.42,27,160.7
TEAM-04,2026-05-02,5,0.0,10,5.92,44,326.1
TEAM-05,2026-05-02,8,0.0,24,5.78,33,196.9
TEAM-01,2026-05-03,9,0.0,30,6.33,60,442.8
TEAM-02,2026-05-03,7,0.0,9,9.03,37,371.6
TEAM-03,2026-05-03,6,0.0,22,4.6,32,161.9
TEAM-04,2026-05-03,5,0.0,18,7.17,52,387.6
TEAM-05,2026-05-03,8,0.0,13,6.8,29,202.8
TEAM-01,2026-05-04,9,67.5,29,6.27,58,436.8
TEAM-02,2026-05-04,7,52.5,11,9.36,29,298.5
TEAM-03,2026-05-04,6,45.0,15,4.33,24,116.0
TEAM-04,2026-05-04,5,37.5,11,5.18,48,342.1
TEAM-05,2026-05-04,8,60.0,10,7.59,24,190.3
TEAM-01,2026-05-05,9,67.5,32,7.42,60,487.6
TEAM-02,2026-05-05,7,52.5,21,8.61,39,384.4
TEAM-03,2026-05-05,6,45.0,14,4.43,21,100.6
TEAM-04,2026-05-05,5,37.5,13,5.89,45,317.1
TEAM-05,2026-05-05,8,60.0,21,6.51,36,274.5
TEAM-01,2026-05-06,9,67.5,34,5.93,70,520.1
TEAM-02,2026-05-06,7,52.5,18,8.0,45,411.8
TEAM-03,2026-05-06,6,45.0,13,5.4,18,101.7
TEAM-04,2026-05-06,5,37.5,16,7.18,47,348.9
TEAM-05,2026-05-06,8,60.0,20,6.28,37,274.5
TEAM-01,2026-05-07,9,67.5,31,6.31,67,512.0
TEAM-02,2026-05-07,7,52.5,14,7.87,42,386.1
TEAM-03,2026-05-07,6,45.0,17,3.93,19,91.4
TEAM-04,2026-05-07,5,37.5,12,6.04,40,299.9
TEAM-05,2026-05-07,8,60.0,6,6.14,19,146.0
TEAM-01,2026-05-08,9,67.5,24,6.93,56,453.0
TEAM-02,2026-05-08,7,52.5,20,8.34,43,378.1
TEAM-03,2026-05-08,6,45.0,10,4.38,17,89.5
TEAM-04,2026-05-08,5,37.5,9,5.39,35,259.4
TEAM-05,2026-05-08,8,60.0,23,6.37,34,236.7
TEAM-01,2026-05-09,9,0.0,22,5.79,55,425.8
TEAM-02,2026-05-09,7,0.0,13,7.36,39,332.0
TEAM-03,2026-05-09,6,0.0,18,4.96,27,149.3
TEAM-04,2026-05-09,5,0.0,10,5.93,34,241.3
TEAM-05,2026-05-09,8,0.0,16,6.03,33,247.5
TEAM-01,2026-05-10,9,0.0,35,5.46,57,391.5
TEAM-02,2026-05-10,7,0.0,13,8.44,37,337.2
TEAM-03,2026-05-10,6,0.0,12,5.2,21,137.2
TEAM-04,2026-05-10,5,0.0,13,7.06,33,236.5
TEAM-05,2026-05-10,8,0.0,16,6.38,34,257.2
TEAM-01,2026-05-11,9,67.5,17,6.93,47,349.2
TEAM-02,2026-05-11,7,52.5,15,8.1,41,380.6
TEAM-03,2026-05-11,6,45.0,16,5.04,23,150.4
TEAM-04,2026-05-11,5,37.5,15,6.66,41,290.9
TEAM-05,2026-05-11,8,60.0,17,5.76,36,248.9
TEAM-01,2026-05-12,9,67.5,42,7.14,68,516.3
TEAM-02,2026-05-12,7,52.5,18,8.37,46,434.9
TEAM-03,2026-05-12,6,45.0,19,3.66,30,168.5
TEAM-04,2026-05-12,5,37.5,13,5.44,44,300.7
TEAM-05,2026-05-12,8,60.0,17,6.54,39,297.1
TEAM-01,2026-05-13,9,67.5,21,6.19,59,456.6
TEAM-02,2026-05-13,7,52.5,13,7.66,38,364.6
TEAM-03,2026-05-13,6,45.0,19,4.65,30,162.5
TEAM-04,2026-05-13,5,37.5,11,7.13,44,318.1
TEAM-05,2026-05-13,8,60.0,22,5.46,43,296.0
TEAM-01,2026-05-14,9,67.5,29,5.95,58,437.8
TEAM-02,2026-05-14,7,52.5,17,8.69,41,380.4
TEAM-03,2026-05-14,6,45.0,16,3.05,27,114.7
TEAM-04,2026-05-14,5,37.5,11,6.91,39,291.9
TEAM-05,2026-05-14,8,60.0,17,6.06,33,230.4
TEAM-01,2026-05-15,9,67.5,22,5.75,48,373.0
TEAM-02,2026-05-15,7,52.5,17,8.59,41,380.6
TEAM-03,2026-05-15,6,45.0,19,4.27,24,111.7
TEAM-04,2026-05-15,5,37.5,16,6.88,44,337.5
TEAM-05,2026-05-15,8,60.0,12,6.16,33,232.5
TEAM-01,2026-05-16,9,0.0,28,6.93,48,406.8
TEAM-02,2026-05-16,7,0.0,17,8.45,42,396.1
TEAM-03,2026-05-16,6,0.0,21,4.09,23,106.6
TEAM-04,2026-05-16,5,0.0,15,7.08,49,374.0
TEAM-05,2026-05-16,8,0.0,18,5.43,30,195.8
TEAM-01,2026-05-17,9,0.0,27,5.9,53,426.7
TEAM-02,2026-05-17,7,0.0,17,7.57,40,362.6
TEAM-03,2026-05-17,6,0.0,19,4.91,28,146.8
TEAM-04,2026-05-17,5,0.0,11,7.93,46,373.4
TEAM-05,2026-05-17,8,0.0,17,6.56,31,230.0
TEAM-01,2026-05-18,9,67.5,26,6.92,55,454.3
TEAM-02,2026-05-18,7,52.5,14,8.78,30,308.6
TEAM-03,2026-05-18,6,45.0,20,3.71,24,117.6
TEAM-04,2026-05-18,5,37.5,12,6.19,41,334.2
TEAM-05,2026-05-18,8,60.0,15,6.49,31,230.5
TEAM-01,2026-05-19,9,67.5,23,6.88,54,455.7
TEAM-02,2026-05-19,7,52.5,15,9.76,39,400.6
TEAM-03,2026-05-19,6,45.0,15,4.56,21,108.0
TEAM-04,2026-05-19,5,37.5,16,6.9,48,373.9
TEAM-05,2026-05-19,8,60.0,16,5.32,34,241.9
TEAM-01,2026-05-20,9,67.5,19,5.73,44,373.7
TEAM-02,2026-05-20,7,52.5,13,8.39,42,404.0
TEAM-03,2026-05-20,6,45.0,12,4.34,19,90.9
TEAM-04,2026-05-20,5,37.5,10,6.77,45,347.2
TEAM-05,2026-05-20,8,60.0,16,5.7,33,232.7
TEAM-01,2026-05-21,9,67.5,31,5.84,52,403.2
TEAM-02,2026-05-21,7,52.5,15,7.95,39,367.9
TEAM-03,2026-05-21,6,45.0,19,3.72,25,108.4
TEAM-04,2026-05-21,5,37.5,7,7.86,37,289.9
TEAM-05,2026-05-21,8,60.0,16,5.12,33,212.3
TEAM-01,2026-05-22,9,67.5,28,6.02,44,325.5
TEAM-02,2026-05-22,7,52.5,21,8.63,46,433.4
TEAM-03,2026-05-22,6,45.0,15,3.71,15,70.7
TEAM-04,2026-05-22,5,37.5,12,6.39,36,283.6
TEAM-05,2026-05-22,8,60.0,18,5.97,30,193.4
TEAM-01,2026-05-23,9,0.0,28,6.43,52,375.3
TEAM-02,2026-05-23,7,0.0,12,7.69,41,375.1
TEAM-03,2026-05-23,6,0.0,25,4.56,26,131.8
TEAM-04,2026-05-23,5,0.0,14,6.56,38,290.5
TEAM-05,2026-05-23,8,0.0,8,4.5,21,141.7
TEAM-01,2026-05-24,9,0.0,21,7.12,50,375.0
TEAM-02,2026-05-24,7,0.0,23,8.16,48,421.4
TEAM-03,2026-05-24,6,0.0,18,5.47,27,165.7
TEAM-04,2026-05-24,5,0.0,17,7.04,46,348.2
TEAM-05,2026-05-24,8,0.0,11,6.24,19,132.1
TEAM-01,2026-05-25,9,67.5,25,6.93,46,374.6
TEAM-02,2026-05-25,7,52.5,19,8.68,47,411.0
TEAM-03,2026-05-25,6,45.0,20,3.9,28,165.7
TEAM-04,2026-05-25,5,37.5,14,7.76,47,364.4
TEAM-05,2026-05-25,8,60.0,16,5.8,23,142.8
TEAM-01,2026-05-26,9,67.5,33,7.0,60,493.4
TEAM-02,2026-05-26,7,52.5,25,9.12,50,467.3
TEAM-03,2026-05-26,6,45.0,13,3.06,22,104.0
TEAM-04,2026-05-26,5,37.5,9,5.02,43,324.5
TEAM-05,2026-05-26,8,60.0,12,6.61,24,162.9
TEAM-01,2026-05-27,9,67.5,29,7.57,61,542.9
TEAM-02,2026-05-27,7,52.5,13,8.65,40,396.1
TEAM-03,2026-05-27,6,45.0,13,3.84,18,86.9
TEAM-04,2026-05-27,5,37.5,12,7.55,44,355.0
TEAM-05,2026-05-27,8,60.0,28,6.69,39,276.8
TEAM-01,2026-05-28,9,67.5,32,6.6,68,575.7
TEAM-02,2026-05-28,7,52.5,17,8.03,44,429.6
TEAM-03,2026-05-28,6,45.0,13,6.08,16,95.2
TEAM-04,2026-05-28,5,37.5,12,7.66,44,367.3
TEAM-05,2026-05-28,8,60.0,16,4.57,37,249.2
TEAM-01,2026-05-29,9,67.5,25,6.06,62,547.5
TEAM-02,2026-05-29,7,52.5,25,9.37,54,532.0
TEAM-03,2026-05-29,6,45.0,15,4.18,19,107.4
TEAM-04,2026-05-29,5,37.5,19,6.5,50,393.4
TEAM-05,2026-05-29,8,60.0,19,5.24,32,214.4
TEAM-01,2026-05-30,9,0.0,31,5.85,59,486.7
TEAM-02,2026-05-30,7,0.0,16,10.36,47,498.1
TEAM-03,2026-05-30,6,0.0,16,3.15,20,103.6
TEAM-04,2026-05-30,5,0.0,11,6.21,48,373.9
TEAM-05,2026-05-30,8,0.0,21,5.71,33,227.8
TEAM-01,2026-05-31,9,0.0,24,6.67,55,458.9
TEAM-02,2026-05-31,7,0.0,22,9.6,56,602.4
TEAM-03,2026-05-31,6,0.0,20,3.54,25,118.3
TEAM-04,2026-05-31,5,0.0,13,5.82,53,395.9
TEAM-05,2026-05-31,8,0.0,7,5.91,22,167.0
TEAM-01,2026-06-01,9,67.5,34,7.09,54,456.1
TEAM-02,2026-06-01,7,52.5,22,7.81,66,677.4
TEAM-03,2026-06-01,6,45.0,18,4.94,21,120.1
TEAM-04,2026-06-01,5,37.5,14,7.25,50,376.0
TEAM-05,2026-06-01,8,60.0,14,6.87,25,200.2
TEAM-01,2026-06-02,9,67.5,24,6.14,50,420.3
TEAM-02,2026-06-02,7,52.5,12,8.35,53,550.1
TEAM-03,2026-06-02,6,45.0,15,5.07,25,153.2
TEAM-04,2026-06-02,5,37.5,20,6.95,55,424.4
TEAM-05,2026-06-02,8,60.0,20,7.06,31,233.6
TEAM-01,2026-06-03,9,67.5,27,6.5,52,437.5
TEAM-02,2026-06-03,7,52.5,19,8.97,50,513.4
TEAM-03,2026-06-03,6,45.0,22,4.44,33,174.2
TEAM-04,2026-06-03,5,37.5,11,6.36,52,405.7
TEAM-05,2026-06-03,8,60.0,11,5.9,28,210.9
TEAM-01,2026-06-04,9,67.5,29,5.65,55,447.7
TEAM-02,2026-06-04,7,52.5,19,8.74,47,480.2
TEAM-03,2026-06-04,6,45.0,17,4.63,24,133.5
TEAM-04,2026-06-04,5,37.5,10,6.45,44,341.7
TEAM-05,2026-06-04,8,60.0,14,6.55,29,209.4
TEAM-01,2026-06-05,9,67.5,26,6.91,50,433.8
TEAM-02,2026-06-05,7,52.5,26,9.32,58,592.1
TEAM-03,2026-06-05,6,45.0,15,4.16,22,130.8
TEAM-04,2026-06-05,5,37.5,4,6.17,32,248.7
TEAM-05,2026-06-05,8,60.0,14,6.78,29,220.4
TEAM-01,2026-06-06,9,0.0,26,5.46,57,453.4
TEAM-02,2026-06-06,7,0.0,15,8.65,56,571.0
TEAM-03,2026-06-06,6,0.0,16,4.26,22,127.6
TEAM-04,2026-06-06,5,0.0,11,5.79,28,220.9
TEAM-05,2026-06-06,8,0.0,19,6.69,34,251.4
TEAM-01,2026-06-07,9,0.0,30,5.48,62,481.2
TEAM-02,2026-06-07,7,0.0,21,8.63,58,567.4
TEAM-03,2026-06-07,6,0.0,18,4.44,22,125.6
TEAM-04,2026-06-07,5,0.0,12,7.12,33,258.9
TEAM-05,2026-06-07,8,0.0,18,6.1,36,270.2
TEAM-01,2026-06-08,9,67.5,24,5.69,50,387.0
TEAM-02,2026-06-08,7,52.5,21,8.53,52,515.1
TEAM-03,2026-06-08,6,45.0,12,5.14,22,135.2
TEAM-04,2026-06-08,5,37.5,21,7.17,46,351.5
TEAM-05,2026-06-08,8,60.0,19,5.71,33,244.2
TEAM-01,2026-06-09,9,67.5,18,6.51,39,356.8
TEAM-02,2026-06-09,7,52.5,15,7.67,45,439.0
TEAM-03,2026-06-09,6,45.0,15,4.32,28,155.3
TEAM-04,2026-06-09,5,37.5,9,6.51,42,324.2
TEAM-05,2026-06-09,8,60.0,11,4.99,28,205.4
TEAM-01,2026-06-10,9,67.5,40,7.77,62,535.1
TEAM-02,2026-06-10,7,52.5,14,8.65,45,427.3
TEAM-03,2026-06-10,6,45.0,21,5.12,30,175.1
TEAM-04,2026-06-10,5,37.5,15,6.49,52,391.5
TEAM-05,2026-06-10,8,60.0,12,6.57,25,196.8
TEAM-01,2026-06-11,9,67.5,31,6.2,65,541.0
TEAM-02,2026-06-11,7,52.5,17,8.52,46,425.4
TEAM-03,2026-06-11,6,45.0,12,4.17,24,137.0
TEAM-04,2026-06-11,5,37.5,12,6.44,49,372.3
TEAM-05,2026-06-11,8,60.0,16,5.96,31,236.2
TEAM-01,2026-06-12,9,67.5,23,5.66,61,489.9
TEAM-02,2026-06-12,7,52.5,16,11.1,41,414.8
TEAM-03,2026-06-12,6,45.0,20,5.57,26,162.5
TEAM-04,2026-06-12,5,37.5,19,7.09,48,353.7
TEAM-05,2026-06-12,8,60.0,15,6.14,33,250.4
TEAM-01,2026-06-13,9,0.0,28,6.92,57,470.0
TEAM-02,2026-06-13,7,0.0,20,8.59,48,480.0
TEAM-03,2026-06-13,6,0.0,18,3.95,24,126.6
TEAM-04,2026-06-13,5,0.0,13,6.6,50,366.6
TEAM-05,2026-06-13,8,0.0,17,5.36,33,236.8
TEAM-01,2026-06-14,9,0.0,34,6.64,64,490.0
TEAM-02,2026-06-14,7,0.0,16,9.16,47,483.3
TEAM-03,2026-06-14,6,0.0,13,4.41,19,112.0
TEAM-04,2026-06-14,5,0.0,20,6.53,56,404.9
TEAM-05,2026-06-14,8,0.0,18,5.83,31,229.1
TEAM-01,2026-06-15,9,67.5,23,6.55,53,389.3
TEAM-02,2026-06-15,7,52.5,22,8.28,55,539.6
TEAM-03,2026-06-15,6,45.0,16,3.87,24,125.6
TEAM-04,2026-06-15,5,37.5,14,6.78,54,401.9
TEAM-05,2026-06-15,8,60.0,11,5.9,28,191.0
TEAM-01,2026-06-16,9,67.5,36,6.53,61,461.4
TEAM-02,2026-06-16,7,52.5,17,7.89,49,484.2
TEAM-03,2026-06-16,6,45.0,9,4.41,19,111.8
TEAM-04,2026-06-16,5,37.5,14,6.23,51,377.7
TEAM-05,2026-06-16,8,60.0,20,6.32,31,206.5
TEAM-01,2026-06-17,9,67.5,29,6.22,62,473.1
TEAM-02,2026-06-17,7,52.5,17,7.92,49,457.1
TEAM-03,2026-06-17,6,45.0,14,5.09,19,110.5
TEAM-04,2026-06-17,5,37.5,18,5.69,55,388.2
TEAM-05,2026-06-17,8,60.0,10,6.03,26,186.4
TEAM-01,2026-06-18,9,67.5,25,6.07,59,470.5
TEAM-02,2026-06-18,7,52.5,16,8.3,39,354.7
TEAM-03,2026-06-18,6,45.0,13,3.62,19,97.9
TEAM-04,2026-06-18,5,37.5,15,6.99,58,396.9
TEAM-05,2026-06-18,8,60.0,16,6.77,30,213.0
TEAM-01,2026-06-19,9,67.5,32,7.29,57,469.8
TEAM-02,2026-06-19,7,52.5,18,8.58,44,400.2
TEAM-03,2026-06-19,6,45.0,12,3.86,19,101.6
TEAM-04,2026-06-19,5,37.5,7,5.62,40,288.3
TEAM-05,2026-06-19,8,60.0,10,5.46,23,178.3
TEAM-01,2026-06-20,9,0.0,23,7.89,56,478.2
TEAM-02,2026-06-20,7,0.0,23,9.03,48,455.7
TEAM-03,2026-06-20,6,0.0,14,5.67,20,122.1
TEAM-04,2026-06-20,5,0.0,17,5.66,45,302.4
TEAM-05,2026-06-20,8,0.0,10,5.85,21,150.4
TEAM-01,2026-06-21,9,0.0,35,7.7,57,502.2
TEAM-02,2026-06-21,7,0.0,17,7.64,53,492.1
TEAM-03,2026-06-21,6,0.0,14,4.35,19,114.1
TEAM-04,2026-06-21,5,0.0,20,6.31,53,355.8
TEAM-05,2026-06-21,8,0.0,18,5.31,26,163.4
TEAM-01,2026-06-22,9,67.5,30,6.32,62,561.8
TEAM-02,2026-06-22,7,52.5,14,9.68,52,505.6
TEAM-03,2026-06-22,6,45.0,12,3.82,19,115.5
TEAM-04,2026-06-22,5,37.5,16,5.98,54,362.6
TEAM-05,2026-06-22,8,60.0,15,4.73,26,152.0
TEAM-01,2026-06-23,9,67.5,31,6.4,67,571.6
TEAM-02,2026-06-23,7,52.5,21,8.12,52,497.3
TEAM-03,2026-06-23,6,45.0,9,4.47,16,95.9
TEAM-04,2026-06-23,5,37.5,18,7.14,55,381.8
TEAM-05,2026-06-23,8,60.0,10,5.27,22,139.1
TEAM-01,2026-06-24,9,67.5,32,6.99,66,586.9
TEAM-02,2026-06-24,7,52.5,12,9.46,47,470.4
TEAM-03,2026-06-24,6,45.0,14,4.37,16,80.2
